transaction_number,transaction_date,transaction_type,transaction_description,debit_amount,credit_amount,balance,category,location_city,location_country,amount,direction
251,2022-05-13,DEB,HPI INSTANT INK UK,4.49,,1176.02,Other Shopping,Unknown,Unknown,4.49,debit
252,2022-05-13,DEB,Subway 32610 Midla,11.48,,1180.51,Dine Out,Nottingham,UK,11.48,debit
253,2022-05-13,DEB,LIDL GB NOTTINGHAM,7.54,,1191.99,Groceries,Nottingham,UK,7.54,debit
254,2022-05-13,DEB,DERBY MED CAFE,3.5,,1199.53,Dine Out,Derby,UK,3.5,debit
255,2022-05-13,FPO,TRADING212UK,500.0,,1203.03,Investment,Nottingham,UK,500.0,debit
256,2022-05-13,TFR,R LAWRENCE,,300.0,1703.03,Supplementary Income,Nottingham,UK,300.0,credit
257,2022-12-05,BP,SAVE THE CHANGE,0.5,,1403.03,Savings,Nottingham,UK,0.5,debit
258,2022-12-05,BGC,NCC TRADE CRED NEW,,150.0,1403.53,Supplementary Income,Nottingham,UK,150.0,credit
259,2022-11-05,DEB,UBER   *TRIP,4.0,,1253.53,Travel,Unknown,Unknown,4.0,debit
260,2022-11-05,DEB,DERBY MED CAFE,3.5,,1257.53,Dine Out,Derby,UK,3.5,debit
261,2022-11-05,BP,SAVE THE CHANGE,0.59,,1261.03,Savings,Nottingham,UK,0.59,debit
262,2022-10-05,FPO,MISS D WU,13.0,,1261.62,Services,Nottingham,UK,13.0,debit
263,2022-10-05,DEB,RAJAH FOOD STORE L,20.41,,1274.62,Groceries,Nottingham,UK,20.41,debit
264,2022-09-05,BP,SAVE THE CHANGE,2.25,,1295.03,Savings,Nottingham,UK,2.25,debit
265,2022-09-05,DEB,MASALA JUNCTION,47.98,,1297.28,Dine Out,Nottingham,UK,47.98,debit
266,2022-09-05,DEB,LIDL GB  NOTTINGHA,14.01,,1345.26,Groceries,Nottingham,UK,14.01,debit
267,2022-09-05,DEB,LIDL GB  NOTTINGHA,5.85,,1359.27,Groceries,Nottingham,UK,5.85,debit
268,2022-09-05,FPI,SHEILA SMITH,,50.0,1365.12,Supplementary Income,Nottingham,UK,50.0,credit
269,2022-06-05,DEB,HEAVENLY DESSERTS,10.26,,1315.12,Dine Out,Nottingham,UK,10.26,debit
270,2022-06-05,DEB,CAFE TERRAZZO,6.0,,1325.38,Dine Out,Nottingham,UK,6.0,debit
271,2022-06-05,DEB,CAFE TERRAZZO,2.65,,1331.38,Dine Out,Nottingham,UK,2.65,debit
272,2022-06-05,BP,SAVE THE CHANGE,1.46,,1334.03,Savings,Nottingham,UK,1.46,debit
273,2022-05-05,DEB,AMZN Mktp US*1363Y,22.7,,1335.49,Amazon,Nottingham,UK,22.7,debit
274,2022-05-05,DEB,AMZNMktplace,43.77,,1358.19,Amazon,Nottingham,UK,43.77,debit
275,2022-05-05,DEB,LIDL GB  NOTTINGHA,8.57,,1401.96,Groceries,Nottingham,UK,8.57,debit
276,2022-05-05,DEB,DERBY MED CAFE,3.5,,1410.53,Dine Out,Derby,UK,3.5,debit
277,2022-05-05,DD,OCTOPUS ENERGY,100.0,,1414.03,Bills,Nottingham,UK,100.0,debit
278,2022-04-05,DEP,CLUB LLOYDS WAIVED,,3.0,1514.03,Supplementary Income,Nottingham,UK,3.0,credit
279,2022-04-05,PAY,CLUB LLOYDS FEE,3.0,,1511.03,Bills,Nottingham,UK,3.0,debit
280,2022-04-05,DD,NOTTM CITY COUNC,112.0,,1514.03,Bills,Nottingham,UK,112.0,debit
281,2022-04-05,BP,SAVE THE CHANGE,0.42,,1626.03,Savings,Nottingham,UK,0.42,debit
282,2022-03-05,Unknown,INTEREST (GROSS),,0.57,1626.45,Interest,Nottingham,UK,0.57,credit
283,2022-03-05,FPO,MISS D WU,23.0,,1625.88,Services,Nottingham,UK,23.0,debit
284,2022-03-05,DEB,LIDL GB  NOTTINGHA,12.58,,1648.88,Groceries,Nottingham,UK,12.58,debit
285,2022-03-05,FPO,MISS D WU,21.0,,1661.46,Services,Nottingham,UK,21.0,debit
286,2022-03-05,TFR,R LAWRENCE,,230.66,1682.46,Supplementary Income,Nottingham,UK,230.66,credit
287,2022-03-05,DD,BARCLAYS UK MTGES,981.71,,1451.8,Bills,Nottingham,UK,981.71,debit
288,2022-03-05,DD,SEVERN TRENT WATER,41.89,,2433.51,Bills,Nottingham,UK,41.89,debit
289,2022-03-05,SO,ESAVINGS ACCOUNT,300.0,,2475.4,Savings,Nottingham,UK,300.0,debit
290,2022-03-05,BP,SAVE THE CHANGE,3.99,,2775.4,Savings,Nottingham,UK,3.99,debit
291,2022-03-05,DEB,ALDI,37.27,,2779.39,Groceries,Unknown,Unknown,37.27,debit
292,2022-03-05,DEB,AMZNMktplace,28.65,,2816.66,Amazon,Nottingham,UK,28.65,debit
293,2022-03-05,DEB,ORIENTAL MART HYDR,12.8,,2845.31,Groceries,Nottingham,UK,12.8,debit
294,2022-03-05,DEB,STARBUCKS,8.3,,2858.11,Dine Out,Unknown,Unknown,8.3,debit
295,2022-03-05,DEB,KFC NOTTINGHAM,1.49,,2866.41,Dine Out,Nottingham,UK,1.49,debit
296,2022-03-05,DEB,SQ *NOTTINGHAM BAC,10.0,,2867.9,Entertainment,Nottingham,UK,10.0,debit
297,2022-03-05,DEB,CONFETTI CONSTELLA,5.5,,2877.9,Home Improvement,Nottingham,UK,5.5,debit
298,2022-03-05,DEB,CONFETTI CONSTELLA,3.5,,2883.4,Home Improvement,Nottingham,UK,3.5,debit
299,2022-04-29,DEB,DERBY MED CAFE,3.5,,2886.9,Dine Out,Derby,UK,3.5,debit
300,2022-04-28,FPO,TRADING212UK,1100.0,,2890.4,Investment,Nottingham,UK,1100.0,debit
301,2022-04-28,BP,SAVE THE CHANGE,2.44,,3990.4,Savings,Nottingham,UK,2.44,debit
302,2022-04-28,BGC,UNIV OF NOTTINGHAM,,3748.93,3992.84,Paycheck,Nottingham,UK,3748.93,credit
303,2022-04-27,DEB,Amazon.co.uk*2P60A,18.02,,243.91,Amazon,Nottingham,UK,18.02,debit
304,2022-04-27,DEB,DOSA N CHUTNEY,13.4,,261.93,Dine Out,Nottingham,UK,13.4,debit
305,2022-04-27,DEB,LIDL GB NOTTINGHAM,8.65,,275.33,Groceries,Nottingham,UK,8.65,debit
306,2022-04-27,DEB,AMZNMktplace,4.99,,283.98,Amazon,Nottingham,UK,4.99,debit
307,2022-04-27,DEB,DERBY MED CAFE,3.5,,288.97,Dine Out,Derby,UK,3.5,debit
308,2022-04-27,BP,SAVE THE CHANGE,0.99,,292.47,Savings,Nottingham,UK,0.99,debit
309,2022-04-26,DEB,AMZNMktplace,41.01,,293.46,Amazon,Nottingham,UK,41.01,debit
310,2022-04-26,BP,SAVE THE CHANGE,0.7,,334.47,Savings,Nottingham,UK,0.7,debit
311,2022-04-25,DEB,DOSA N CHUTNEY,14.8,,335.17,Dine Out,Nottingham,UK,14.8,debit
312,2022-04-25,DEB,TESCO STORES 5653,10.5,,349.97,Groceries,Unknown,Unknown,10.5,debit
313,2022-04-25,BP,SAVE THE CHANGE,2.74,,360.47,Savings,Nottingham,UK,2.74,debit
314,2022-04-25,DEB,WORTH THE WEIGHT L,27.0,,363.21,Clothes,Unknown,Unknown,27.0,debit
315,2022-04-25,DEB,HEAVENLY DESSERTS,15.35,,390.21,Dine Out,Nottingham,UK,15.35,debit
316,2022-04-25,DEB,Audible UK,7.99,,405.56,Entertainment,Nottingham,UK,7.99,debit
317,2022-04-25,FPO,MISS D WU,13.0,,413.55,Services,Nottingham,UK,13.0,debit
318,2022-04-25,DEB,TESCO STORE 2960,31.82,,426.55,Groceries,Unknown,Unknown,31.82,debit
319,2022-04-25,DEB,ORIENTAL MART HYDR,16.69,,458.37,Groceries,Nottingham,UK,16.69,debit
320,2022-04-25,CPT,LNK TESCO LONG ROW,40.0,,475.06,Cash,Nottingham,UK,40.0,debit
321,2022-04-25,FPO,TAMBA TAM,13.0,,515.06,Services,Nottingham,UK,13.0,debit
322,2022-04-22,DEB,AMZNMktplace,22.89,,528.06,Amazon,Nottingham,UK,22.89,debit
323,2022-04-22,DEB,Amazon.co.uk*2P3K6,20.24,,550.95,Amazon,Nottingham,UK,20.24,debit
324,2022-04-22,DEB,LIDL GB  NOTTINGHA,11.28,,571.19,Groceries,Nottingham,UK,11.28,debit
325,2022-04-21,FPO,TRADING212UK,200.0,,582.47,Investment,Nottingham,UK,200.0,debit
326,2022-04-21,FPI,PAULINA PIPPEN,,320.0,782.47,Supplementary Income,Nottingham,UK,320.0,credit
327,2022-04-21,BP,SAVE THE CHANGE,0.34,,462.47,Savings,Nottingham,UK,0.34,debit
328,2022-04-20,DEB,CINEWORLD NOT CP,19.98,,462.81,Entertainment,Nottingham,UK,19.98,debit
329,2022-04-20,DEB,HEAVENLY DESSERTS,4.68,,482.79,Dine Out,Nottingham,UK,4.68,debit
330,2022-04-20,FPO,TRADING212UK,206.96,,487.47,Investment,Nottingham,UK,206.96,debit
331,2022-04-20,FPI,SHEILA SMITH,,380.0,694.43,Supplementary Income,Nottingham,UK,380.0,credit
332,2022-04-20,DD,O2,17.95,,314.43,Other Shopping,Nottingham,UK,17.95,debit
333,2022-04-20,BP,SAVE THE CHANGE,2.24,,332.38,Savings,Nottingham,UK,2.24,debit
334,2022-04-19,DEB,J D SPORTS PLC,85.0,,334.62,Other Shopping,Unknown,Unknown,85.0,debit
335,2022-04-19,DEB,LAS IGUANAS,35.06,,419.62,Dine Out,Nottingham,UK,35.06,debit
336,2022-04-19,DEB,AMZNMktplace,23.95,,454.68,Amazon,Nottingham,UK,23.95,debit
337,2022-04-19,DEB,Elenas Patisserie,15.25,,478.63,Services,Nottingham,UK,15.25,debit
338,2022-04-19,DEB,TESCO STORES 5653,11.5,,493.88,Groceries,Unknown,Unknown,11.5,debit
339,2022-04-19,DD,VIRGIN MEDIA PYMTS,25.5,,505.38,Bills,Nottingham,UK,25.5,debit
340,2022-04-19,BP,SAVE THE CHANGE,2.85,,530.88,Savings,Nottingham,UK,2.85,debit
341,2022-04-19,DEB,THE NED LUDD,6.95,,533.73,Dine Out,Nottingham,UK,6.95,debit
342,2022-04-19,DEB,HEAVENLY DESSERTS,6.39,,540.68,Dine Out,Nottingham,UK,6.39,debit
343,2022-04-19,DEB,AMZNMktplace,46.99,,547.07,Amazon,Nottingham,UK,46.99,debit
344,2022-04-19,DEB,LIDL GB  NOTTINGHA,23.79,,594.06,Groceries,Nottingham,UK,23.79,debit
345,2022-04-19,DEB,GetYourGuide UK Lt,,4.5,617.85,Supplementary Income,Nottingham,UK,4.5,credit
346,2022-04-19,DEB,SUTTON COLDFIELD A,8.4,,613.35,Travel,Birmingham,UK,8.4,debit
347,2022-04-19,DEB,SUTTON COLDFIELD A,5.3,,621.75,Travel,Birmingham,UK,5.3,debit
348,2022-04-19,DEB,IZ *WHITE ROSE TRA,11.85,,627.05,Clothes,Unknown,Unknown,11.85,debit
349,2022-04-19,DEB,AMZNMktplace,9.99,,638.9,Amazon,Nottingham,UK,9.99,debit
350,2022-04-14,DEB,HPI INSTANT INK UK,4.49,,648.89,Other Shopping,Unknown,Unknown,4.49,debit
351,2022-04-14,CPT,LNK SAINSBURYS BAN,40.0,,653.38,Cash,Unknown,Unknown,40.0,debit
352,2022-04-14,BP,SAVE THE CHANGE,0.88,,693.38,Savings,Nottingham,UK,0.88,debit
353,2022-04-13,DEB,LIDL GB NOTTINGHAM,66.13,,694.26,Groceries,Nottingham,UK,66.13,debit
354,2022-04-13,DEB,UBER   *TRIP,4.99,,760.39,Travel,Unknown,Unknown,4.99,debit
355,2022-04-13,BP,SAVE THE CHANGE,0.01,,765.38,Savings,Nottingham,UK,0.01,debit
356,2022-12-04,DEB,AMZNMktplace,9.99,,765.39,Amazon,Nottingham,UK,9.99,debit
357,2022-12-04,BP,SAVE THE CHANGE,0.1,,775.38,Savings,Nottingham,UK,0.1,debit
358,2022-11-04,DEB,AMZNMktplace,16.97,,775.48,Amazon,Nottingham,UK,16.97,debit
359,2022-11-04,DEB,UBER   *TRIP,6.93,,792.45,Travel,Unknown,Unknown,6.93,debit
360,2022-11-04,BP,SAVE THE CHANGE,4.88,,799.38,Savings,Nottingham,UK,4.88,debit
361,2022-11-04,DEB,STARBUCKS,13.1,,804.26,Dine Out,Unknown,Unknown,13.1,debit
362,2022-11-04,DEB,KELLYS CELLARS,7.8,,817.36,Dine Out,Belfast,UK,7.8,debit
363,2022-11-04,DEB,ARRIVA MERSEYSIDE,4.6,,825.16,Travel,Unknown,Unknown,4.6,debit
364,2022-11-04,DEB,STARBUCKS,3.75,,829.76,Dine Out,Unknown,Unknown,3.75,debit
365,2022-11-04,CPT,LNK TESCO M M WA N,40.0,,833.51,Cash,Unknown,Unknown,40.0,debit
366,2022-11-04,DEB,JUMON,56.1,,873.51,Dine Out,Belfast,UK,56.1,debit
367,2022-11-04,DEB,UBER   *TRIP,7.07,,929.61,Travel,Unknown,Unknown,7.07,debit
368,2022-08-04,DEB,DARCYS RESTAURANT,39.5,,936.68,Dine Out,Belfast,UK,39.5,debit
369,2022-08-04,DEB,THE GIANTS BARN CA,5.2,,976.18,Dine Out,Bushmills,UK,5.2,debit
370,2022-08-04,BP,SAVE THE CHANGE,1.81,,981.38,Savings,Nottingham,UK,1.81,debit
371,2022-07-04,FPO,MISS D WU,40.0,,983.19,Services,Nottingham,UK,40.0,debit
372,2022-07-04,DEB,AZZURRI RESTAURANT,24.9,,1023.19,Dine Out,Newcastle upon Tyne,UK,24.9,debit
373,2022-07-04,DEB,Subway 69392 Belfa,9.98,,1048.09,Dine Out,Belfast ,UK,9.98,debit
374,2022-07-04,DEB,LIDL NI LTD,7.29,,1058.07,Groceries,Nottingham,UK,7.29,debit
375,2022-07-04,DEB,UBER   *TRIP,6.02,,1065.36,Travel,Unknown,Unknown,6.02,debit
376,2022-07-04,BP,SAVE THE CHANGE,2.0,,1071.38,Savings,Nottingham,UK,2.0,debit
377,2022-06-04,DEB,GetYourGuide UK Lt,43.0,,1073.38,Travel,Unknown,Unknown,43.0,debit
378,2022-06-04,DEB,GetYourGuide UK Lt,36.0,,1116.38,Travel,Unknown,Unknown,36.0,debit
379,2022-06-04,DEB,LIDL NI LTD,37.09,,1152.38,Groceries,Nottingham,UK,37.09,debit
380,2022-06-04,DEB,VISIT BELFAST,23.0,,1189.47,Travel,Belfast,UK,23.0,debit
381,2022-06-04,DEB,BURGER KING,18.68,,1212.47,Dine Out,Unknown,Unknown,18.68,debit
382,2022-06-04,DEB,LITTLE WING PIZZER,15.8,,1231.15,Dine Out,Belfast,UK,15.8,debit
383,2022-06-04,DEB,UBER   *TRIP,6.83,,1246.95,Travel,Unknown,Unknown,6.83,debit
384,2022-06-04,DEB,ARRIVA MERSEYSIDE,4.6,,1253.78,Travel,Unknown,Unknown,4.6,debit
385,2022-06-04,BP,SAVE THE CHANGE,1.38,,1258.38,Savings,Nottingham,UK,1.38,debit
386,2022-05-04,DEB,LIDL GB  NOTTINGHA,16.13,,1259.76,Groceries,Nottingham,UK,16.13,debit
387,2022-05-04,DEB,UBER   *TRIP,6.49,,1275.89,Travel,Unknown,Unknown,6.49,debit
388,2022-05-04,BP,SAVE THE CHANGE,0.98,,1282.38,Savings,Nottingham,UK,0.98,debit
389,2022-04-04,DEP,CLUB LLOYDS WAIVED,,3.0,1283.36,Supplementary Income,Nottingham,UK,3.0,credit
390,2022-04-04,PAY,CLUB LLOYDS FEE,3.0,,1280.36,Bills,Nottingham,UK,3.0,debit
391,2022-04-04,DEB,ZTL*White Rose Tra,18.0,,1283.36,Clothes,Nottingham,UK,18.0,debit
392,2022-04-04,DEB,SLIM CHICKENS NOTT,8.0,,1301.36,Groceries,Nottingham,UK,8.0,debit
393,2022-04-04,DEB,HEAVENLY DESSERTS,7.02,,1309.36,Dine Out,Nottingham,UK,7.02,debit
394,2022-04-04,CPT,LNK TESCO HK R NOT,40.0,,1316.38,Cash,nottingham,UK,40.0,debit
395,2022-04-04,BP,SAVE THE CHANGE,2.12,,1356.38,Savings,Nottingham,UK,2.12,debit
396,2022-04-04,DEB,200 DEGREES,10.2,,1358.5,Dine Out,Nottingham,UK,10.2,debit
397,2022-04-04,DEB,THE BREWHOUSE ART,4.0,,1368.7,Others,Nottingham,UK,4.0,debit
398,2022-04-04,DEB,EASTMIDLANDSCOM,50.0,,1372.7,Travel,Unknown,Unknown,50.0,debit
399,2022-04-04,DEB,LIDL GB  NOTTINGHA,13.34,,1422.7,Groceries,Nottingham,UK,13.34,debit
400,2022-04-04,DEB,ATRIUM JUBILEE 1,4.45,,1436.04,Dine Out,Nottingham,UK,4.45,debit
401,2022-04-04,FPO,MISS D WU,44.0,,1440.49,Services,Nottingham,UK,44.0,debit
402,2022-04-04,TFR,R LAWRENCE  02APR22,,126.0,1484.49,Supplementary Income,Nottingham,UK,126.0,credit
403,2022-04-04,FPO,MISS D WU,34.0,,1358.49,Services,Nottingham,UK,34.0,debit
404,2022-01-04,Unknown,INTEREST (GROSS),,0.49,1392.49,Interest,Nottingham,UK,0.49,credit
405,2022-01-04,DEB,Subway 32610 Midla,6.89,,1392.0,Dine Out,Nottingham,UK,6.89,debit
406,2022-01-04,FPO,MISS D WU,20.0,,1398.89,Services,Nottingham,UK,20.0,debit
407,2022-01-04,DD,BARCLAYS UK MTGES,981.71,,1418.89,Bills,Nottingham,UK,981.71,debit
408,2022-01-04,DD,NOTTM CITY COUNC,106.25,,2400.6,Bills,Nottingham,UK,106.25,debit
409,2022-01-04,DD,OCTOPUS ENERGY,90.0,,2506.85,Bills,Nottingham,UK,90.0,debit
410,2022-01-04,DD,SEVERN TRENT WATER,41.89,,2596.85,Bills,Nottingham,UK,41.89,debit
411,2022-01-04,SO,ESAVINGS ACCOUNT,300.0,,2638.74,Savings,Nottingham,UK,300.0,debit
412,2022-01-04,BP,SAVE THE CHANGE,1.27,,2938.74,Savings,Nottingham,UK,1.27,debit
413,2022-03-31,DEB,DELIVEROO,10.48,,2940.01,Dine Out,Unknown,Unknown,10.48,debit
414,2022-03-31,DEB,ATRIUM JUBILEE 1,4.25,,2950.49,Dine Out,Nottingham,UK,4.25,debit
415,2022-03-31,FPO,TRADING212UK,1000.0,,2954.74,Investment,Nottingham,UK,1000.0,debit
416,2022-03-31,BP,SAVE THE CHANGE,1.31,,3954.74,Savings,Nottingham,UK,1.31,debit
417,2022-03-30,DEB,STARBUCKS,11.85,,3956.05,Dine Out,Unknown,Unknown,11.85,debit
418,2022-03-30,DEB,Subway 32610 Midla,6.19,,3967.9,Dine Out,Nottingham,UK,6.19,debit
419,2022-03-30,DEB,ATRIUM JUBILEE 1,2.65,,3974.09,Dine Out,Nottingham,UK,2.65,debit
420,2022-03-30,BGC,UNIV OF NOTTINGHAM,,3801.43,3976.74,Paycheck,Nottingham,UK,3801.43,credit
421,2022-03-29,BP,SAVE THE CHANGE,0.45,,175.31,Savings,Nottingham,UK,0.45,debit
422,2022-03-28,DEB,UBER   *TRIP,6.55,,175.76,Travel,Unknown,Unknown,6.55,debit
423,2022-03-28,BP,SAVE THE CHANGE,4.38,,182.31,Savings,Nottingham,UK,4.38,debit
424,2022-03-28,DEB,LIDL GB NOTTINGHAM,47.83,,186.69,Groceries,Nottingham,UK,47.83,debit
425,2022-03-28,DEB,ORIENTAL MART HYDR,20.28,,234.52,Groceries,Nottingham,UK,20.28,debit
426,2022-03-28,DEB,POUNDLAND LTD 1726,13.0,,254.8,Groceries,Nottingham,UK,13.0,debit
427,2022-03-28,DEB,AMZNMktplace,5.99,,267.8,Amazon,Nottingham,UK,5.99,debit
428,2022-03-28,FPO,MISS D WU,20.0,,273.79,Services,Nottingham,UK,20.0,debit
429,2022-03-28,FPO,TAMBA TAM,10.0,,293.79,Services,Nottingham,UK,10.0,debit
430,2022-03-28,DEB,KFC NOTTINGHAM,1.49,,303.79,Dine Out,Nottingham,UK,1.49,debit
431,2022-03-28,DEB,SQ *NOTTINGHAM BAC,12.0,,305.28,Entertainment,Nottingham,UK,12.0,debit
432,2022-03-28,DEB,CONFETTI CONSTELLA,7.1,,317.28,Home Improvement,Nottingham,UK,7.1,debit
433,2022-03-28,DEB,CONFETTI CONSTELLA,6.2,,324.38,Home Improvement,Nottingham,UK,6.2,debit
434,2022-03-25,DEB,AIRBNB * HMREJB2DY,376.55,,330.58,Hotels,Unknown,Unknown,376.55,debit
435,2022-03-25,DEB,Subway 32610 Midla,10.18,,707.13,Dine Out,Nottingham,UK,10.18,debit
436,2022-03-25,FPO,TRADING212UK,200.0,,717.31,Investment,Nottingham,UK,200.0,debit
437,2022-03-25,DD,TALKTALK LIMITED,29.95,,917.31,Bills,Nottingham,UK,29.95,debit
438,2022-03-25,BP,SAVE THE CHANGE,0.1,,947.26,Savings,Nottingham,UK,0.1,debit
439,2022-03-24,DEB,EASYJET   000K38,327.92,,947.36,Travel,Unknown,Unknown,327.92,debit
440,2022-03-24,DEB,AMZNMktplace,9.99,,1275.28,Amazon,Nottingham,UK,9.99,debit
441,2022-03-24,DEB,Audible UK,7.99,,1285.27,Entertainment,Nottingham,UK,7.99,debit
442,2022-03-24,FPI,PAULINA PIPPEN,,320.0,1293.26,Supplementary Income,Nottingham,UK,320.0,credit
443,2022-03-24,BP,SAVE THE CHANGE,0.89,,973.26,Savings,Nottingham,UK,0.89,debit
444,2022-03-23,TFR,R LAWRENCE,,300.0,974.15,Supplementary Income,Nottingham,UK,300.0,credit
445,2022-03-23,DEB,AMZNMktplace,6.49,,674.15,Amazon,Nottingham,UK,6.49,debit
446,2022-03-23,DEB,ATRIUM JUBILEE 1,2.65,,680.64,Dine Out,Nottingham,UK,2.65,debit
447,2022-03-23,DEB,LIDL GB NOTTINGHAM,1.97,,683.29,Groceries,Nottingham,UK,1.97,debit
448,2022-03-23,BP,SAVE THE CHANGE,0.5,,685.26,Savings,Nottingham,UK,0.5,debit
449,2022-03-23,BGC,GOOGLE IRELAND,,63.27,685.76,Supplementary Income,Nottingham,UK,63.27,credit
450,2022-03-22,FPO,TRADING212UK,200.0,,622.49,Investment,Nottingham,UK,200.0,debit
451,2022-03-22,FPI,SHEILA SMITH,,380.0,822.49,Supplementary Income,Nottingham,UK,380.0,credit
452,2022-03-22,CPT,LNK TESCO NO RA RD,40.0,,442.49,Cash,Nottingham,UK,40.0,debit
453,2022-03-22,DEB,PRIMARK,13.5,,482.49,Clothes,Unknown,Unknown,13.5,debit
454,2022-03-22,BP,SAVE THE CHANGE,1.5,,495.99,Savings,Nottingham,UK,1.5,debit
455,2022-03-21,DEB,TESCO STORES 6430,7.55,,497.49,Groceries,Unknown,Unknown,7.55,debit
456,2022-03-21,DEB,STARBUCKS,6.45,,505.04,Dine Out,Unknown,Unknown,6.45,debit
457,2022-03-21,DEB,SPORTSDIRECT 195,4.5,,511.49,Other Shopping,Unknown,Unknown,4.5,debit
458,2022-03-21,BP,SAVE THE CHANGE,2.54,,515.99,Savings,Nottingham,UK,2.54,debit
459,2022-03-21,DEB,LIDL GB  NOTTINGHA,28.13,,518.53,Groceries,Nottingham,UK,28.13,debit
460,2022-03-21,FPO,MISS D WU,30.0,,546.66,Services,Nottingham,UK,30.0,debit
461,2022-03-18,DEB,HPI INSTANT INK UK,4.49,,576.66,Other Shopping,Unknown,Unknown,4.49,debit
462,2022-03-18,DEB,SUMUP  *LTP,15.0,,581.15,Services,Nottingham,UK,15.0,debit
463,2022-03-18,DEB,Subway 32610 Midla,6.19,,596.15,Dine Out,Nottingham,UK,6.19,debit
464,2022-03-18,DEB,ATRIUM JUBILEE 1,2.65,,602.34,Dine Out,Nottingham,UK,2.65,debit
465,2022-03-17,DD,VIRGIN MEDIA PYMTS,25.5,,604.99,Bills,Nottingham,UK,25.5,debit
466,2022-03-17,BP,SAVE THE CHANGE,1.85,,630.49,Savings,Nottingham,UK,1.85,debit
467,2022-03-16,DEB,LIDL GB NOTTINGHAM,16.1,,632.34,Groceries,Nottingham,UK,16.1,debit
468,2022-03-16,DEB,ATRIUM JUBILEE 1,13.5,,648.44,Dine Out,Nottingham,UK,13.5,debit
469,2022-03-16,DEB,Amazon.co.uk*2159U,5.84,,661.94,Amazon,Nottingham,UK,5.84,debit
470,2022-03-16,DEB,UBER   *TRIP,4.71,,667.78,Travel,Unknown,Unknown,4.71,debit
471,2022-03-16,FPO,MISS D WU,6.35,,672.49,Services,Nottingham,UK,6.35,debit
472,2022-03-16,DD,O2,17.31,,678.84,Other Shopping,Nottingham,UK,17.31,debit
473,2022-03-15,BP,SAVE THE CHANGE,2.0,,696.15,Savings,Nottingham,UK,2.0,debit
474,2022-03-14,FPO,TAMBA TAM,7.0,,698.15,Services,Nottingham,UK,7.0,debit
475,2022-03-14,DEB,LIDL GB NOTTINGHAM,53.54,,705.15,Groceries,Nottingham,UK,53.54,debit
476,2022-03-14,DEB,UBER   *TRIP,5.33,,758.69,Travel,Unknown,Unknown,5.33,debit
477,2022-03-14,DEB,UBER   *TRIP,19.33,,764.02,Travel,Unknown,Unknown,19.33,debit
478,2022-03-14,DEB,UBER   *TRIP,17.8,,783.35,Travel,Unknown,Unknown,17.8,debit
479,2022-03-14,BP,SAVE THE CHANGE,2.15,,801.15,Savings,Nottingham,UK,2.15,debit
480,2022-03-14,DEB,RAMSDALE PARK GC,13.0,,803.3,Entertainment,Nottingham,UK,13.0,debit
481,2022-03-14,DEB,RAMSDALE PARK GC,13.0,,816.3,Entertainment,Nottingham,UK,13.0,debit
482,2022-03-14,DEB,Subway 30392 Lento,8.58,,829.3,Dine Out,Nottingham,UK,8.58,debit
483,2022-03-14,DEB,RAMSDALE PARK GC,7.85,,837.88,Entertainment,Nottingham,UK,7.85,debit
484,2022-03-14,CPT,LNK COOPERATIVE LE,50.0,,845.73,Cash,Leicester,UK,50.0,debit
485,2022-03-14,DEB,Subway 26377 Corne,7.28,,895.73,Dine Out,Nottingham,UK,7.28,debit
486,2022-11-03,DEB,SUMUP  *LTP,15.0,,903.01,Services,Nottingham,UK,15.0,debit
487,2022-11-03,DEB,Subway 32610 Midla,6.89,,918.01,Dine Out,Nottingham,UK,6.89,debit
488,2022-11-03,DEB,ATRIUM JUBILEE 1,4.25,,924.9,Dine Out,Nottingham,UK,4.25,debit
489,2022-10-03,FPO,TAMBA TAM,10.0,,929.15,Services,Nottingham,UK,10.0,debit
490,2022-10-03,BP,SAVE THE CHANGE,0.76,,939.15,Savings,Nottingham,UK,0.76,debit
491,2022-09-03,DEB,Amazon Prime*2X250,79.0,,939.91,Amazon,Nottingham,UK,79.0,debit
492,2022-09-03,DEB,Amazon.co.uk*2X7YI,13.99,,1018.91,Amazon,Nottingham,UK,13.99,debit
493,2022-09-03,DEB,Amazon.co.uk*2X6A1,6.0,,1032.9,Amazon,Nottingham,UK,6.0,debit
494,2022-09-03,DEB,ATRIUM JUBILEE 1,4.25,,1038.9,Dine Out,Nottingham,UK,4.25,debit
495,2022-09-03,BP,SAVE THE CHANGE,0.26,,1043.15,Savings,Nottingham,UK,0.26,debit
496,2022-08-03,DEB,LIDL GB  NOTTINGHA,20.76,,1043.41,Groceries,Nottingham,UK,20.76,debit
497,2022-08-03,DEB,AMZNMktplace,14.99,,1064.17,Amazon,Nottingham,UK,14.99,debit
498,2022-08-03,DEB,AMZNMktplace,9.99,,1079.16,Amazon,Nottingham,UK,9.99,debit
499,2022-08-03,BP,SAVE THE CHANGE,0.12,,1089.15,Savings,Nottingham,UK,0.12,debit
500,2022-07-03,DEB,CINEWORLD,32.88,,1089.27,Entertainment,Nottingham,UK,32.88,debit
501,2022-07-03,BP,SAVE THE CHANGE,4.52,,1122.15,Savings,Nottingham,UK,4.52,debit
502,2022-07-03,DEB,ORIENTAL MART HYDR,54.52,,1126.67,Groceries,Nottingham,UK,54.52,debit
